ID,StationName,Lat,Lng,District,County,Type,ID2
119,芙蓉镇,29.18,111.18,Hunan,Unknown,TollStation,118
120,芙蓉镇西,29.19,111.19,Hunan,Unknown,TollStation,119
121,花垣,29.2,111.2,Hunan,Unknown,TollStation,120
122,芷江,29.21,111.21,Hunan,Unknown,TollStation,121
123,茶园,29.22,111.22,Hunan,Unknown,TollStation,122
124,茶峒,29.23,111.23,Hunan,Unknown,TollStation,123
125,茶陵,29.24,111.24,Hunan,Unknown,TollStation,124
126,蓝山,29.25,111.25,Hunan,Unknown,TollStation,125
127,虎踞,29.26,111.26,Hunan,Unknown,TollStation,126
128,衡东,29.27,111.27,Hunan,Unknown,TollStation,127
129,衡阳北,29.28,111.28,Hunan,Unknown,TollStation,128
130,西渡,29.29,111.29,Hunan,Unknown,TollStation,129
131,詹桥,29.3,111.3,Hunan,Unknown,TollStation,130
132,谢家铺,29.31,111.31,Hunan,Unknown,TollStation,131
133,赤江互通东,29.32,111.32,Hunan,Unknown,TollStation,132
134,跃龙,29.33,111.33,Hunan,Unknown,TollStation,133
135,通道,29.34,111.34,Hunan,Unknown,TollStation,134
136,道州东,29.35,111.35,Hunan,Unknown,TollStation,135
137,道州南,29.36,111.36,Hunan,Unknown,TollStation,136
138,道林互通东,29.37,111.37,Hunan,Unknown,TollStation,137
139,邵东南,29.38,111.38,Hunan,Unknown,TollStation,138
140,邵阳南,29.39,111.39,Hunan,Unknown,TollStation,139
141,邵阳县,29.4,111.4,Hunan,Unknown,TollStation,140
142,郴州,29.41,111.41,Hunan,Unknown,TollStation,141
143,郴州西,29.42,111.42,Hunan,Unknown,TollStation,142
144,金桥,29.43,111.43,Hunan,Unknown,TollStation,143
145,金洲,29.44,111.44,Hunan,Unknown,TollStation,144
146,阳和,29.45,111.45,Hunan,Unknown,TollStation,145
147,阳明山,29.46,111.46,Hunan,Unknown,TollStation,146
148,隆回,29.47,111.47,Hunan,Unknown,TollStation,147
149,靖州,29.48,111.48,Hunan,Unknown,TollStation,148
150,韶山,29.49,111.49,Hunan,Unknown,TollStation,149
151,韶山互通东,29.5,111.5,Hunan,Unknown,TollStation,150
152,马田,29.51,111.51,Hunan,Unknown,TollStation,151
153,马迹塘西,29.52,111.52,Hunan,Unknown,TollStation,152
154,鸟江,29.53,111.53,Hunan,Unknown,TollStation,153
155,黄兴,29.54,111.54,Hunan,Unknown,TollStation,154
156,黄沙,29.55,111.55,Hunan,Unknown,TollStation,155
157,黄花,29.56,111.56,Hunan,Unknown,TollStation,156
158,黎家冲,29.57,111.57,Hunan,Unknown,TollStation,157
159,龙塘互通东,29.58,111.58,Hunan,Unknown,TollStation,158
160,龙山,29.59,111.59,Hunan,Unknown,TollStation,159
