ID,StationName,Lat,Lng,District,County,Type,ID2
183,43013016,29.82,111.82,Hunan,Unknown,TollStation,182
184,43013117,29.83,111.83,Hunan,Unknown,TollStation,183
185,43013118,29.84,111.84,Hunan,Unknown,TollStation,184
186,43013119,29.85,111.85,Hunan,Unknown,TollStation,185
187,4301321A,29.86,111.86,Hunan,Unknown,TollStation,186
188,4301321B,29.87,111.87,Hunan,Unknown,TollStation,187
189,4301331C,29.88,111.88,Hunan,Unknown,TollStation,188
190,4301341D,29.89,111.89,Hunan,Unknown,TollStation,189
191,4301341E,29.9,111.9,Hunan,Unknown,TollStation,190
192,4301341F,29.91,111.91,Hunan,Unknown,TollStation,191
193,43013420,29.92,111.92,Hunan,Unknown,TollStation,192
194,43013521,29.93,111.93,Hunan,Unknown,TollStation,193
195,43013523,29.94,111.94,Hunan,Unknown,TollStation,194
196,43013602,29.95,111.95,Hunan,Unknown,TollStation,195
197,43013603,29.96,111.96,Hunan,Unknown,TollStation,196
198,43013604,29.97,111.97,Hunan,Unknown,TollStation,197
199,43013605,29.98,111.98,Hunan,Unknown,TollStation,198
200,43013707,29.99,111.99,Hunan,Unknown,TollStation,199
201,43013708,30.0,112.0,Hunan,Unknown,TollStation,200
202,43013709,30.01,112.01,Hunan,Unknown,TollStation,201
203,4301370A,30.02,112.02,Hunan,Unknown,TollStation,202
204,4301370B,30.03,112.03,Hunan,Unknown,TollStation,203
205,4301380C,30.04,112.04,Hunan,Unknown,TollStation,204
206,4301380D,30.05,112.05,Hunan,Unknown,TollStation,205
207,4301390E,30.06,112.06,Hunan,Unknown,TollStation,206
208,4301390F,30.07,112.07,Hunan,Unknown,TollStation,207
209,43013910,30.08,112.08,Hunan,Unknown,TollStation,208
210,43013911,30.09,112.09,Hunan,Unknown,TollStation,209
211,43013912,30.1,112.1,Hunan,Unknown,TollStation,210
212,43013A13,30.11,112.11,Hunan,Unknown,TollStation,211
213,43013A14,30.12,112.12,Hunan,Unknown,TollStation,212
214,43013A15,30.13,112.13,Hunan,Unknown,TollStation,213
215,43013A16,30.14,112.14,Hunan,Unknown,TollStation,214
216,43013B17,30.15,112.15,Hunan,Unknown,TollStation,215
217,43013B18,30.16,112.16,Hunan,Unknown,TollStation,216
218,43013C19,30.17,112.17,Hunan,Unknown,TollStation,217
219,43013C1A,30.18,112.18,Hunan,Unknown,TollStation,218
220,43013C1B,30.19,112.19,Hunan,Unknown,TollStation,219
221,43013C1C,30.2,112.2,Hunan,Unknown,TollStation,220
222,43013D02,30.21,112.21,Hunan,Unknown,TollStation,221
223,43013D03,30.22,112.22,Hunan,Unknown,TollStation,222
224,43013D04,30.23,112.23,Hunan,Unknown,TollStation,223
225,43013D05,30.240000000000002,112.24,Hunan,Unknown,TollStation,224
226,43013D06,30.25,112.25,Hunan,Unknown,TollStation,225
227,43013E07,30.26,112.26,Hunan,Unknown,TollStation,226
228,43013E08,30.27,112.27,Hunan,Unknown,TollStation,227
229,43013E09,30.28,112.28,Hunan,Unknown,TollStation,228
230,43013E0A,30.29,112.29,Hunan,Unknown,TollStation,229
231,43014102,30.3,112.3,Hunan,Unknown,TollStation,230
232,43014103,30.31,112.31,Hunan,Unknown,TollStation,231
233,43014104,30.32,112.32,Hunan,Unknown,TollStation,232
234,43014105,30.33,112.33,Hunan,Unknown,TollStation,233
235,43014306,30.34,112.34,Hunan,Unknown,TollStation,234
236,43014307,30.35,112.35,Hunan,Unknown,TollStation,235
237,43014308,30.36,112.36,Hunan,Unknown,TollStation,236
238,43014309,30.37,112.37,Hunan,Unknown,TollStation,237
239,4301430A,30.38,112.38,Hunan,Unknown,TollStation,238
240,4301430B,30.39,112.39,Hunan,Unknown,TollStation,239
241,4301430C,30.4,112.4,Hunan,Unknown,TollStation,240
242,4301430D,30.41,112.41,Hunan,Unknown,TollStation,241
243,4301430E,30.42,112.42,Hunan,Unknown,TollStation,242
244,4301430F,30.43,112.43,Hunan,Unknown,TollStation,243
245,43014310,30.44,112.44,Hunan,Unknown,TollStation,244
246,43014402,30.45,112.45,Hunan,Unknown,TollStation,245
247,43014403,30.46,112.46,Hunan,Unknown,TollStation,246
248,43014404,30.47,112.47,Hunan,Unknown,TollStation,247
249,43014505,30.48,112.48,Hunan,Unknown,TollStation,248
250,43014506,30.490000000000002,112.49,Hunan,Unknown,TollStation,249
251,43014607,30.5,112.5,Hunan,Unknown,TollStation,250
252,43014608,30.51,112.51,Hunan,Unknown,TollStation,251
253,43014609,30.52,112.52,Hunan,Unknown,TollStation,252
254,4301470A,30.53,112.53,Hunan,Unknown,TollStation,253
255,4301470B,30.54,112.54,Hunan,Unknown,TollStation,254
256,4301470C,30.55,112.55,Hunan,Unknown,TollStation,255
257,4301470D,30.56,112.56,Hunan,Unknown,TollStation,256
258,4301470E,30.57,112.57,Hunan,Unknown,TollStation,257
259,4301470F,30.58,112.58,Hunan,Unknown,TollStation,258
260,43014810,30.59,112.59,Hunan,Unknown,TollStation,259
261,43014811,30.6,112.6,Hunan,Unknown,TollStation,260
262,43014812,30.61,112.61,Hunan,Unknown,TollStation,261
263,43014813,30.62,112.62,Hunan,Unknown,TollStation,262
264,43014814,30.63,112.63,Hunan,Unknown,TollStation,263
265,43014815,30.64,112.64,Hunan,Unknown,TollStation,264
266,43014902,30.65,112.65,Hunan,Unknown,TollStation,265
267,43014903,30.66,112.66,Hunan,Unknown,TollStation,266
268,43014904,30.67,112.67,Hunan,Unknown,TollStation,267
269,43014905,30.68,112.68,Hunan,Unknown,TollStation,268
270,43014906,30.69,112.69,Hunan,Unknown,TollStation,269
271,43014907,30.7,112.7,Hunan,Unknown,TollStation,270
272,43014A08,30.71,112.71,Hunan,Unknown,TollStation,271
273,43014A09,30.72,112.72,Hunan,Unknown,TollStation,272
274,43014A0A,30.73,112.73,Hunan,Unknown,TollStation,273
275,43014A0B,30.740000000000002,112.74,Hunan,Unknown,TollStation,274
276,43014A0C,30.75,112.75,Hunan,Unknown,TollStation,275
277,43014B0D,30.76,112.76,Hunan,Unknown,TollStation,276
278,43014C0E,30.77,112.77,Hunan,Unknown,TollStation,277
279,43014C0F,30.78,112.78,Hunan,Unknown,TollStation,278
280,43014C10,30.79,112.79,Hunan,Unknown,TollStation,279
281,43014C11,30.8,112.8,Hunan,Unknown,TollStation,280
282,43014C12,30.81,112.81,Hunan,Unknown,TollStation,281
283,43014C13,30.82,112.82,Hunan,Unknown,TollStation,282
284,43014D01,30.83,112.83,Hunan,Unknown,TollStation,283
285,43014E01,30.84,112.84,Hunan,Unknown,TollStation,284
286,43014E02,30.85,112.85,Hunan,Unknown,TollStation,285
287,43014F03,30.86,112.86,Hunan,Unknown,TollStation,286
288,43014F04,30.87,112.87,Hunan,Unknown,TollStation,287
289,43014F05,30.88,112.88,Hunan,Unknown,TollStation,288
290,43014F06,30.89,112.89,Hunan,Unknown,TollStation,289
291,43014F07,30.9,112.9,Hunan,Unknown,TollStation,290
292,43014F08,30.91,112.91,Hunan,Unknown,TollStation,291
293,43014F09,30.92,112.92,Hunan,Unknown,TollStation,292
294,43015001,30.93,112.93,Hunan,Unknown,TollStation,293
295,43015002,30.94,112.94,Hunan,Unknown,TollStation,294
296,43015202,30.95,112.95,Hunan,Unknown,TollStation,295
297,43015203,30.96,112.96,Hunan,Unknown,TollStation,296
298,43015204,30.97,112.97,Hunan,Unknown,TollStation,297
299,43015205,30.98,112.98,Hunan,Unknown,TollStation,298
300,43015401,30.990000000000002,112.99,Hunan,Unknown,TollStation,299
301,43015402,31.0,113.0,Hunan,Unknown,TollStation,300
302,43015403,31.01,113.01,Hunan,Unknown,TollStation,301
303,43015504,31.02,113.02,Hunan,Unknown,TollStation,302
304,43015505,31.03,113.03,Hunan,Unknown,TollStation,303
305,43015506,31.04,113.04,Hunan,Unknown,TollStation,304
306,43015607,31.05,113.05,Hunan,Unknown,TollStation,305
307,43015608,31.06,113.06,Hunan,Unknown,TollStation,306
308,43015609,31.07,113.07,Hunan,Unknown,TollStation,307
309,4301560A,31.08,113.08,Hunan,Unknown,TollStation,308
310,4301560B,31.09,113.09,Hunan,Unknown,TollStation,309
311,43015701,31.1,113.1,Hunan,Unknown,TollStation,310
312,43015702,31.11,113.11,Hunan,Unknown,TollStation,311
313,43015703,31.12,113.12,Hunan,Unknown,TollStation,312
314,43015704,31.13,113.13,Hunan,Unknown,TollStation,313
315,43015705,31.14,113.14,Hunan,Unknown,TollStation,314
316,43015801,31.15,113.15,Hunan,Unknown,TollStation,315
317,43015802,31.16,113.16,Hunan,Unknown,TollStation,316
318,43015803,31.17,113.17,Hunan,Unknown,TollStation,317
319,43015804,31.18,113.18,Hunan,Unknown,TollStation,318
320,43015A01,31.19,113.19,Hunan,Unknown,TollStation,319
321,43015A02,31.2,113.2,Hunan,Unknown,TollStation,320
322,43015A03,31.21,113.21,Hunan,Unknown,TollStation,321
323,43015A04,31.22,113.22,Hunan,Unknown,TollStation,322
324,43015A08,31.23,113.23,Hunan,Unknown,TollStation,323
325,43015C01,31.240000000000002,113.24,Hunan,Unknown,TollStation,324
326,43015C02,31.25,113.25,Hunan,Unknown,TollStation,325
327,43015C03,31.26,113.26,Hunan,Unknown,TollStation,326
328,43015C04,31.27,113.27,Hunan,Unknown,TollStation,327
329,43015C05,31.28,113.28,Hunan,Unknown,TollStation,328
330,43015C06,31.29,113.29,Hunan,Unknown,TollStation,329
331,43015C07,31.3,113.3,Hunan,Unknown,TollStation,330
332,43015C08,31.31,113.31,Hunan,Unknown,TollStation,331
333,43015C09,31.32,113.32,Hunan,Unknown,TollStation,332
334,43015D0A,31.33,113.33,Hunan,Unknown,TollStation,333
335,43015D0B,31.34,113.34,Hunan,Unknown,TollStation,334
336,43015D0C,31.35,113.35,Hunan,Unknown,TollStation,335
337,43015E0D,31.36,113.36,Hunan,Unknown,TollStation,336
338,43015E0E,31.37,113.37,Hunan,Unknown,TollStation,337
339,43015F0F,31.38,113.38,Hunan,Unknown,TollStation,338
340,43015F10,31.39,113.39,Hunan,Unknown,TollStation,339
341,43015F11,31.4,113.4,Hunan,Unknown,TollStation,340
342,43015F12,31.41,113.41,Hunan,Unknown,TollStation,341
343,43015F13,31.42,113.42,Hunan,Unknown,TollStation,342
344,43016014,31.43,113.43,Hunan,Unknown,TollStation,343
345,43016015,31.44,113.44,Hunan,Unknown,TollStation,344
346,43016101,31.45,113.45,Hunan,Unknown,TollStation,345
347,43016102,31.46,113.46,Hunan,Unknown,TollStation,346
348,43016201,31.47,113.47,Hunan,Unknown,TollStation,347
349,43016202,31.48,113.48,Hunan,Unknown,TollStation,348
350,43016203,31.490000000000002,113.49,Hunan,Unknown,TollStation,349
351,43016301,31.5,113.5,Hunan,Unknown,TollStation,350
352,43016402,31.51,113.51,Hunan,Unknown,TollStation,351
353,43016403,31.52,113.52,Hunan,Unknown,TollStation,352
354,43016404,31.53,113.53,Hunan,Unknown,TollStation,353
355,43016405,31.54,113.54,Hunan,Unknown,TollStation,354
356,43016406,31.55,113.55,Hunan,Unknown,TollStation,355
357,43016407,31.56,113.56,Hunan,Unknown,TollStation,356
358,43016408,31.57,113.57,Hunan,Unknown,TollStation,357
359,43016409,31.58,113.58,Hunan,Unknown,TollStation,358
360,4301640A,31.59,113.59,Hunan,Unknown,TollStation,359
361,43016602,31.6,113.6,Hunan,Unknown,TollStation,360
362,43016603,31.61,113.61,Hunan,Unknown,TollStation,361
363,43016604,31.62,113.62,Hunan,Unknown,TollStation,362
364,43016606,31.63,113.63,Hunan,Unknown,TollStation,363
365,43016607,31.64,113.64,Hunan,Unknown,TollStation,364
366,43016708,31.65,113.65,Hunan,Unknown,TollStation,365
367,43016709,31.66,113.66,Hunan,Unknown,TollStation,366
368,4301670A,31.67,113.67,Hunan,Unknown,TollStation,367
369,4301670B,31.68,113.68,Hunan,Unknown,TollStation,368
370,4301670C,31.69,113.69,Hunan,Unknown,TollStation,369
371,4301680D,31.7,113.7,Hunan,Unknown,TollStation,370
372,43016815,31.71,113.71,Hunan,Unknown,TollStation,371
373,4301690E,31.72,113.72,Hunan,Unknown,TollStation,372
374,4301690F,31.73,113.73,Hunan,Unknown,TollStation,373
375,43016A10,31.740000000000002,113.74,Hunan,Unknown,TollStation,374
376,43016A11,31.75,113.75,Hunan,Unknown,TollStation,375
377,43016A12,31.76,113.76,Hunan,Unknown,TollStation,376
378,43016A13,31.77,113.77,Hunan,Unknown,TollStation,377
379,43016A14,31.78,113.78,Hunan,Unknown,TollStation,378
380,43016B01,31.79,113.79,Hunan,Unknown,TollStation,379
381,43016C02,31.8,113.8,Hunan,Unknown,TollStation,380
382,43016D01,31.81,113.81,Hunan,Unknown,TollStation,381
383,43016E02,31.82,113.82,Hunan,Unknown,TollStation,382
384,43016F01,31.83,113.83,Hunan,Unknown,TollStation,383
385,43016F02,31.84,113.84,Hunan,Unknown,TollStation,384
386,43016F03,31.85,113.85,Hunan,Unknown,TollStation,385
387,43017004,31.86,113.86,Hunan,Unknown,TollStation,386
388,43017005,31.87,113.87,Hunan,Unknown,TollStation,387
389,43017006,31.88,113.88,Hunan,Unknown,TollStation,388
390,43017007,31.89,113.89,Hunan,Unknown,TollStation,389
391,43017008,31.9,113.9,Hunan,Unknown,TollStation,390
392,43017009,31.91,113.91,Hunan,Unknown,TollStation,391
393,4301700A,31.92,113.92,Hunan,Unknown,TollStation,392
394,43017101,31.93,113.93,Hunan,Unknown,TollStation,393
395,43017102,31.94,113.94,Hunan,Unknown,TollStation,394
396,43017103,31.95,113.95,Hunan,Unknown,TollStation,395
397,43017104,31.96,113.96,Hunan,Unknown,TollStation,396
398,43017201,31.97,113.97,Hunan,Unknown,TollStation,397
399,43017202,31.98,113.98,Hunan,Unknown,TollStation,398
400,43017203,31.990000000000002,113.99,Hunan,Unknown,TollStation,399
401,43017304,32.0,114.0,Hunan,Unknown,TollStation,400
402,43017305,32.01,114.01,Hunan,Unknown,TollStation,401
403,43017306,32.02,114.02,Hunan,Unknown,TollStation,402
404,43017307,32.03,114.03,Hunan,Unknown,TollStation,403
405,43017401,32.04,114.04,Hunan,Unknown,TollStation,404
406,43017402,32.05,114.05,Hunan,Unknown,TollStation,405
407,43017403,32.06,114.06,Hunan,Unknown,TollStation,406
408,43017404,32.07,114.07,Hunan,Unknown,TollStation,407
409,43017405,32.08,114.08,Hunan,Unknown,TollStation,408
410,43017406,32.09,114.09,Hunan,Unknown,TollStation,409
411,43017508,32.1,114.1,Hunan,Unknown,TollStation,410
412,43017509,32.11,114.11,Hunan,Unknown,TollStation,411
413,43017601,32.12,114.12,Hunan,Unknown,TollStation,412
414,43017602,32.13,114.13,Hunan,Unknown,TollStation,413
415,43017603,32.14,114.14,Hunan,Unknown,TollStation,414
416,43017604,32.15,114.15,Hunan,Unknown,TollStation,415
417,43017702,32.16,114.16,Hunan,Unknown,TollStation,416
418,43017703,32.17,114.17,Hunan,Unknown,TollStation,417
419,43017704,32.18,114.18,Hunan,Unknown,TollStation,418
420,43017705,32.19,114.19,Hunan,Unknown,TollStation,419
421,43017706,32.2,114.2,Hunan,Unknown,TollStation,420
422,43017707,32.21,114.21,Hunan,Unknown,TollStation,421
423,43017808,32.22,114.22,Hunan,Unknown,TollStation,422
424,43017809,32.230000000000004,114.23,Hunan,Unknown,TollStation,423
425,4301780A,32.24,114.24,Hunan,Unknown,TollStation,424
426,4301780B,32.25,114.25,Hunan,Unknown,TollStation,425
427,43017911,32.26,114.26,Hunan,Unknown,TollStation,426
428,43017912,32.27,114.27,Hunan,Unknown,TollStation,427
429,43017913,32.28,114.28,Hunan,Unknown,TollStation,428
430,43017914,32.29,114.29,Hunan,Unknown,TollStation,429
431,43017915,32.3,114.3,Hunan,Unknown,TollStation,430
432,43017916,32.31,114.31,Hunan,Unknown,TollStation,431
433,43017A17,32.32,114.32,Hunan,Unknown,TollStation,432
434,43017A18,32.33,114.33,Hunan,Unknown,TollStation,433
435,43017A19,32.34,114.34,Hunan,Unknown,TollStation,434
436,43017B02,32.35,114.35,Hunan,Unknown,TollStation,435
437,43017B03,32.36,114.36,Hunan,Unknown,TollStation,436
438,43017B04,32.37,114.37,Hunan,Unknown,TollStation,437
439,43017C05,32.38,114.38,Hunan,Unknown,TollStation,438
440,43017D01,32.39,114.39,Hunan,Unknown,TollStation,439
